# Run ID, Channel, Hs, Ts,Hmax, Tmax, Hmean, Tmean, Hrms, m0, Hm0, Tp, Tm01, Tm02, Tm_10
run10,Channel 2,0.12651719588117577,1.9848484848484855,0.22667174314561,1.700000000000017,0.07901111575762512,1.7292229729729731,0.08952961577210723,0.0009880935453786192,0.12573582117303686,2.1333333333333333,1.665457103969755,1.4082765711170655,2.065694404082467
run10,Channel 3,0.1314227240473565,1.9541237113402066,0.23181873253707633,2.0,0.08355878323879401,1.7605172413793102,0.09358127450196024,0.0009881289567427543,0.1257380742173351,2.1333333333333333,1.5740722296390215,1.3432354847904941,2.1134287368404348
run10,Channel 4,0.13472489841412033,1.9541666666666648,0.18840488716504494,1.9000000000000057,0.08073453112334704,1.5664615384615386,0.0936833807926957,0.0009584373573672985,0.12383455784988606,2.1333333333333333,1.4303238226777961,1.1937744781300337,2.1878103239723
run10,Channel 5,0.10311382470025442,1.8638613861386153,0.14737701294140376,2.0999999999999943,0.07109373953272242,1.692384105960265,0.0775491678377834,0.0005499391590403718,0.09380312651850123,2.1333333333333333,1.2289699400546705,0.9802378828665329,2.2820124633082126
run10,Channel 6,0.046047177789667056,2.3739130434782614,0.06937947292948565,5.050000000000011,0.03281133429695001,1.8590909090909093,0.03567317870854376,0.00017035707250066733,0.05220836293172462,8.0,1.77146874332711,1.1714736377605839,4.7195808557273295
regular,Channel 1,0.08397201781234281,2.092647058823528,0.08475338642688572,2.099999999999998,0.08316164462620675,2.0946601941747574,0.08316501945627792,0.0008325728732593081,0.11541735559329425,2.25,1.9403474776151224,1.5678165022482091,2.1568602781358193
regular,Channel 2,0.08704251441062523,2.091176470588236,0.08804187184052534,2.0999999999999943,0.08634431796757136,2.0946601941747574,0.08634665378122525,0.0008816613386082528,0.11877113040521271,2.25,1.8251654339236625,1.4301881998486494,2.0839937553231973
regular,Channel 3,0.0922727072637309,2.0955882352941178,0.09312962759048918,2.0999999999999943,0.09158477903965552,2.094660194174757,0.09158693715274098,0.0009184134060771323,0.12122134505619922,2.25,1.7500387790943004,1.4034795043444115,2.0332678569433194
regular,Channel 4,0.10555794301305695,2.094117647058824,0.10755407685319344,2.099999999999998,0.10372198866286743,2.094660194174757,0.10373379160443756,0.0010045157464164882,0.12677638558763146,2.25,1.5019765939863834,1.2419579295364434,1.8425897712645505
regular,Channel 5,0.120155195509453,2.092647058823528,0.12565958081423623,2.0999999999999943,0.11412991939522664,2.094660194174757,0.11430857858752043,0.0007805580400731749,0.11175387528480074,1.0384615384615385,0.9873696149662711,0.7968120407638813,1.4408788129614474
regular,Channel 6,0.03936876825244333,2.0652777777777787,0.041916301902931996,1.9499999999999993,0.0347493766933435,1.9788990825688073,0.03568832819734611,0.00011812336238627483,0.04347382888796888,2.25,1.228174779379098,0.9427135408488532,1.7234546566504665
